label,core
Armenia_EBA_Kura-Araxes_Talin_(n=2),Armenia_EBA_Kura-Araxes_Talin
Armenia_EIA_Lchashen-Metsamor_Bagheri_Tchala_(n=12),Armenia_EIA_Lchashen-Metsamor_Bagheri_Tchala
Armenia_EIA_Lchashen-Metsamor_Beniamin_(n=1),Armenia_EIA_Lchashen-Metsamor_Beniamin
Armenia_EIA_Lchashen-Metsamor_Bover_(n=1),Armenia_EIA_Lchashen-Metsamor_Bover
Armenia_EIA_Lchashen-Metsamor_Bragdzor_(n=1),Armenia_EIA_Lchashen-Metsamor_Bragdzor
Armenia_EIA_Lchashen-Metsamor_Bragdzor_o_(Transcaucasian_Profile)_(n=1),Armenia_EIA_Lchashen-Metsamor_Bragdzor
Armenia_EIA_Lchashen-Metsamor_Kapan_(n=1),Armenia_EIA_Lchashen-Metsamor_Kapan
Armenia_EIA_Lchashen-Metsamor_Karashamb_(n=3),Armenia_EIA_Lchashen-Metsamor_Karashamb
Armenia_EIA_Lchashen-Metsamor_Karashamb_o_(Iranian_Plateau_Profile)_(n=1),Armenia_EIA_Lchashen-Metsamor_Karashamb
Armenia_EIA_Lchashen-Metsamor_Karmir_Blur_(n=2),Armenia_EIA_Lchashen-Metsamor_Karmir_Blur
Armenia_EIA_Lchashen-Metsamor_Karmir_Blur_o_(n=1),Armenia_EIA_Lchashen-Metsamor_Karmir_Blur
Armenia_EIA_Lchashen-Metsamor_Karnut_(n=1),Armenia_EIA_Lchashen-Metsamor_Karnut
Armenia_EIA_Lchashen-Metsamor_Keti_(n=1),Armenia_EIA_Lchashen-Metsamor_Keti
Armenia_EIA_Lchashen-Metsamor_Norabak_(n=1),Armenia_EIA_Lchashen-Metsamor_Norabak
Armenia_EIA_Lchashen-Metsamor_Noratus_(n=8),Armenia_EIA_Lchashen-Metsamor_Noratus
Armenia_EIA_Lchashen-Metsamor_Pijut_(n=1),Armenia_EIA_Lchashen-Metsamor_Pijut
Armenia_EIA_Lchashen-Metsamor_Sarukhan_(n=3),Armenia_EIA_Lchashen-Metsamor_Sarukhan
Armenia_Hellenistic-Roman_Empire_(Artaxiad-Arsacid)_Aghitu_(n=3),Armenia_Hellenistic-Roman_Empire_(Artaxiad-Arsacid)_Aghitu
Armenia_Hellenistic-Roman_Empire_(Artaxiad)_Beniamin_(n=1),Armenia_Hellenistic-Roman_Empire_(Artaxiad)_Beniamin
Armenia_Hellenistic-Roman_Empire_(Artaxiad)_Sarukhan_(n=2),Armenia_Hellenistic-Roman_Empire_(Artaxiad)_Sarukhan
Armenia_High_Medieval_Agarak_(n=3),Armenia_High_Medieval_Agarak
Armenia_IA_Lchashen-Metsamor/Urartian_Bardzryal_(n=6),Armenia_IA_Lchashen-Metsamor/Urartian_Bardzryal
Armenia_IA_Lchashen-Metsamor/Urartian_Beniamin_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian_Beniamin
Armenia_IA_Lchashen-Metsamor/Urartian_Bover_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian_Bover
Armenia_IA_Lchashen-Metsamor/Urartian_Karmir_Blur_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian_Karmir_Blur
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Bardzryal_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Bardzryal
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Bover_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Bover
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Harjis_(n=6),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Harjis
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Karmir_Blur_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Karmir_Blur
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Keti_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Keti
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Lori_Berd_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Lori_Berd
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Noratus_(n=1),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Noratus
Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Pijut_(n=6),Armenia_IA_Lchashen-Metsamor/Urartian-Median/Achaemenid_Pijut
Armenia_Late_Antiquity_Sarukhan_(Arsacid)_(n=1),Armenia_Late_Antiquity_Sarukhan_(Arsacid)
Armenia_Late_Antiquity-Early_Medieval_Beniamin_(n=4),Armenia_Late_Antiquity-Early_Medieval_Beniamin
Armenia_LBA_Keti_(n=1),Armenia_LBA_Keti
Armenia_LBA_Lchashen-Metsamor_Beniamin_(n=2),Armenia_LBA_Lchashen-Metsamor_Beniamin
Armenia_LBA_Lchashen-Metsamor_Black_Fortress_(n=4),Armenia_LBA_Lchashen-Metsamor_Black_Fortress
Armenia_LBA_Lchashen-Metsamor_Black_Fortress_o1_(n=1),Armenia_LBA_Lchashen-Metsamor_Black_Fortress
Armenia_LBA_Lchashen-Metsamor_Black_Fortress_o2_(n=1),Armenia_LBA_Lchashen-Metsamor_Black_Fortress
Armenia_LBA_Lchashen-Metsamor_Dzori_Gekh_(n=1),Armenia_LBA_Lchashen-Metsamor_Dzori_Gekh
Armenia_LBA_Lchashen-Metsamor_Karashamb_(n=22),Armenia_LBA_Lchashen-Metsamor_Karashamb
Armenia_LBA_Lchashen-Metsamor_Lchashen_(n=17),Armenia_LBA_Lchashen-Metsamor_Lchashen
Armenia_LBA_Lchashen-Metsamor_Lchashen_o_(n=1),Armenia_LBA_Lchashen-Metsamor_Lchashen
Armenia_LBA_Lchashen-Metsamor_Lernakert_(n=5),Armenia_LBA_Lchashen-Metsamor_Lernakert
Armenia_LBA_Lchashen-Metsamor_Lori_Berd_(n=2),Armenia_LBA_Lchashen-Metsamor_Lori_Berd
Armenia_LBA_Lchashen-Metsamor_Nerkin_Getashen_(n=9),Armenia_LBA_Lchashen-Metsamor_Nerkin_Getashen
Armenia_LBA_Lchashen-Metsamor_Noratus_(n=10),Armenia_LBA_Lchashen-Metsamor_Noratus
Armenia_LBA_Lchashen-Metsamor_Sarukhan_(n=2),Armenia_LBA_Lchashen-Metsamor_Sarukhan
Armenia_LBA_Lchashen-Metsamor_Tekhut_(n=1),Armenia_LBA_Lchashen-Metsamor_Tekhut
Armenia_LBA-EIA_Lchashen-Metsamor_Beniamin_(n=1),Armenia_LBA-EIA_Lchashen-Metsamor_Beniamin
Armenia_LBA-EIA_Lchashen-Metsamor_Noratus_(n=1),Armenia_LBA-EIA_Lchashen-Metsamor_Noratus
Armenia_LN_Aratashen-Shulaveri-Shomutepe_(n=2),Armenia_LN_Aratashen-Shulaveri-Shomutepe
Armenia_MBA_Trialeti_(n=1),Armenia_MBA_Trialeti
Armenia_MLBA_Katnaghhiur_(n=1),Armenia_MLBA_Katnaghhiur
Armenia_MLBA_Lchashen_(n=2),Armenia_MLBA_Lchashen
Armenia_Roman_Republic-Empire_(Artaxiad)_Beniamin_(n=1),Armenia_Roman_Republic-Empire_(Artaxiad)_Beniamin
Armenia_Roman_Republic-Late_Antiquity_(Artaxiad-Arsacid)_Beniamin_(n=5),Armenia_Roman_Republic-Late_Antiquity_(Artaxiad-Arsacid)_Beniamin
Australia_Barham_1600-1400BP_(n=2),Australia_Barham_1600-1400BP
Australia_Cairns_420BP_(n=1),Australia_Cairns_420BP
